_ID	KIND	SPEAKER	WORD_TYP	WORD_TOK	PATT_TYP	PATT_TOK	SPA_TYP	SPA_TOK	SD_TYP	SD_TOK	SHA_TYP	SHA_TOK	LD_TYP	LD_TOK	CA_TYP	CA_TOK	SF_TYP	SF_TOK	OT_TYP	OT_TOK	ANI_TYP	ANI_TOK	NAT_TYP	NAT_TOK	BP_TYP	BP_TOK	COL_TYP	COL_TOK	ADJ_TYP	ADJ_TOK	Q_TYP	Q_TOK
113	12	C	43	81	11	13	6	7	0	0	0	0	6	7	0	0	0	0	0	0	1	1	2	3	1	1	0	0	0	0	1	1
113	12	E	54	275	18	87	8	21	0	0	0	0	6	15	2	6	0	0	0	0	1	1	2	2	0	0	0	0	0	0	7	63
114	12	C	49	115	23	36	12	24	0	0	0	0	5	13	3	3	3	5	1	3	2	2	1	1	3	3	4	5	0	0	1	1
114	12	E	72	350	26	98	14	35	0	0	0	0	8	24	2	5	3	4	1	2	1	1	1	1	0	0	2	2	0	0	8	59
12	12	C	72	326	18	71	8	48	0	0	0	0	4	36	2	4	1	1	1	7	3	10	1	1	2	4	0	0	0	0	4	8
12	12	E	96	615	23	147	10	59	0	0	0	0	6	33	2	19	1	1	1	6	2	2	0	0	1	1	0	0	0	0	10	85
13	12	C	60	228	18	39	9	25	0	0	0	0	5	16	1	1	1	1	2	7	4	8	0	0	1	1	0	0	0	0	4	5
13	12	E	87	529	22	136	8	53	0	0	0	0	4	32	1	13	1	1	2	7	4	6	0	0	1	1	0	0	0	0	9	76
14	12	C	47	127	8	13	6	11	1	1	0	0	3	5	2	5	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
14	12	E	85	494	21	75	9	32	0	0	0	0	6	22	2	9	0	0	1	1	2	3	0	0	3	6	0	0	0	0	7	34
15	12	C	53	144	9	20	5	14	0	0	0	0	4	10	1	4	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	4
15	12	E	90	521	20	135	10	50	0	0	0	0	7	30	2	17	0	0	1	3	1	4	0	0	0	0	0	0	0	0	9	81
17	12	C	67	323	16	77	11	71	1	1	0	0	7	46	1	1	1	3	1	20	1	1	0	0	1	1	1	1	0	0	2	3
17	12	E	87	815	25	249	16	108	3	3	0	0	7	53	4	27	1	1	1	24	0	0	0	0	0	0	0	0	0	0	9	141
18	12	E	85	416	20	95	9	26	0	0	0	0	6	14	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	69
19	12	C	84	352	28	79	16	61	1	1	0	0	7	34	4	10	2	9	2	7	3	6	1	1	2	2	1	1	0	0	5	8
19	12	E	88	593	20	145	10	48	0	0	0	0	4	23	2	20	2	2	2	3	0	0	0	0	0	0	0	0	0	0	10	97
2	12	C	51	197	9	29	6	25	0	0	0	0	3	12	1	2	1	1	1	10	0	0	0	0	0	0	0	0	0	0	3	4
2	12	E	65	405	18	111	8	35	0	0	0	0	5	17	2	13	0	0	1	5	0	0	0	0	0	0	0	0	0	0	10	76
20	12	C	53	150	18	41	7	15	0	0	0	0	5	10	1	2	0	0	1	3	5	12	2	2	3	8	0	0	0	0	1	4
20	12	E	103	666	31	160	12	62	0	0	0	0	8	36	3	22	0	0	1	4	5	7	2	2	2	4	1	1	0	0	9	84
21	12	C	72	217	21	31	9	15	0	0	0	0	7	13	2	2	0	0	0	0	2	3	1	1	3	3	0	0	0	0	6	9
21	12	E	103	685	26	153	10	42	0	0	0	0	8	24	1	17	0	0	1	1	2	3	1	1	2	2	0	0	0	0	11	105
22	12	C	68	278	20	53	8	35	0	0	0	0	5	25	2	8	1	2	0	0	2	2	4	4	2	3	0	0	0	0	4	9
22	12	E	80	573	19	129	8	40	0	0	0	0	5	25	2	14	1	1	0	0	1	1	1	1	0	0	0	0	0	0	9	87
23	12	C	84	328	21	63	11	44	0	0	0	0	7	30	2	2	1	8	1	4	4	8	1	1	0	0	0	0	0	0	5	10
23	12	E	89	589	22	131	10	50	0	0	0	0	6	27	2	17	1	2	1	4	2	2	0	0	0	0	0	0	0	0	10	79
24	12	C	83	365	34	86	17	57	1	1	0	0	9	36	2	3	4	14	1	3	7	12	0	0	3	7	2	2	0	0	5	8
24	12	E	97	662	21	136	7	35	0	0	0	0	3	14	2	18	1	1	1	2	2	2	0	0	1	1	1	1	0	0	10	97
25	12	C	77	207	25	46	14	33	0	0	0	0	11	25	2	4	0	0	1	4	3	3	1	1	1	1	0	0	1	1	5	7
